ID,vehicles,persons,trips,CTFIP,ZONE_ID,,
8704,2,2,2.5,17031,1,,
8705,1,3,6.5,17031,1,,
8706,2,2,9,17031,1,,
8707,2,4,12,17031,1,,
8708,0,2,7,17031,1,,
8709,2,1,2,17031,1,,
8710,1,2,6,17031,1,,
8711,1,1,3,17031,1,,
8712,1,1,4,17031,1,,
8713,1,1,3,17031,1,,
8714,1,1,3,17031,1,,
8715,2,3,17,17031,1,,
8716,1,1,2,17031,1,,
8717,2,3,8,17031,1,,
8718,1,2,9,17031,1,,
8719,3,8,37,17031,1,,
8720,2,3,9.5,17031,1,,
8721,1,1,3,17031,1,,
8722,2,2,8,17031,1,,
8723,1,1,5,17031,1,,
8724,0,1,6,17031,1,,
8725,1,4,20,17031,1,,
8726,2,2,8,17031,1,,
8727,2,2,9,17031,1,,
8728,1,4,28,17031,1,,
8729,3,2,6,17031,1,,
8730,2,2,4,17031,1,,
8731,3,3,10,17031,1,,
8732,2,2,4,17031,1,,
8733,0,2,5,17031,1,,
8734,1,1,7,17031,1,,
8735,1,2,0,17031,1,,
8736,1,1,11,17031,1,,
8737,1,2,4,17031,1,,
8738,3,2,5,17031,1,,
8739,1,4,18,17031,1,,
8740,2,2,2,17031,1,,
8741,1,2,12,17031,1,,
8742,2,2,10,17031,1,,
8743,0,1,0,17031,1,,
8744,2,5,14,17031,1,,
8745,2,4,24,17031,1,,
8746,3,3,12,17031,1,,
8747,1,3,17,17031,1,,
8748,1,1,2.5,17031,1,,
8749,1,2,10,17031,1,,
8750,2,1,4,17031,1,,
8751,1,1,2,17031,1,,
8752,1,1,5,17031,1,,
8753,2,2,10,17043,2,,
8754,2,2,4,17043,2,,
8755,2,3,12,17043,2,,
8756,2,3,6,17043,2,,
8757,1,1,6,17043,2,,
8758,3,4,11,17043,2,,
8759,1,2,6,17031,1,,
8760,1,1,5,17031,1,,
8761,1,1,8,17031,1,,
8762,0,2,6,17031,1,,
8763,0,1,6,17031,1,,
8764,1,1,5,17031,1,,
8765,2,4,5,17031,1,,
8766,2,2,6,17031,1,,
8767,0,1,4.5,17031,1,,
8768,1,3,12,17031,1,,
8769,0,1,0.5,17031,1,,
8770,0,4,10,17031,1,,
8771,0,2,9,17031,1,,
8772,1,1,7,17031,1,,
8773,2,2,7,17031,1,,
8774,2,2,6,17031,1,,
8775,2,2,3,17031,1,,
8776,1,2,7,17031,1,,
8777,3,3,8,17031,1,,
8778,0,1,0,17031,1,,
8779,0,1,1.5,17031,1,,
8780,2,5,18,17031,1,,
8781,2,1,2,17031,1,,
8782,0,1,0,17031,1,,
8783,1,2,8,17031,1,,
8784,0,3,5,17031,1,,
8785,1,4,13,17031,1,,
8786,1,1,2,17031,1,,
8787,1,2,13,17031,1,,
8788,2,2,5,17031,1,,
8789,0,1,2,17031,1,,
8790,2,2,7,17031,1,,
8791,1,1,2,17031,1,,
8792,1,1,6,17031,1,,
8793,2,3,12,17031,1,,
8794,0,1,4,17031,1,,
8795,0,1,6,17031,1,,
8796,1,2,4,17031,1,,
8797,1,1,6.5,17031,1,,
8798,1,2,10.5,17031,1,,
8799,2,2,6,17031,1,,
8800,2,2,6,17031,1,,
8801,1,1,5.5,17031,1,,
8802,2,2,7,17031,1,,
8803,0,2,5,17031,1,,
8804,1,4,22,17031,1,,
8805,2,2,6,17031,1,,
8806,1,1,7,17031,1,,
8807,1,1,4,17031,1,,
8808,1,2,9,17031,1,,
8809,1,2,12,17031,1,,
8810,1,1,0,17031,1,,
8811,2,1,8,17031,1,,
8812,1,4,6,17031,1,,
8813,1,2,11,17031,1,,
8814,1,1,4,17031,1,,
8815,2,2,6,17031,1,,
8816,1,3,6,17031,1,,
8817,0,2,10,17031,1,,
8818,0,1,3,17031,1,,
8819,1,1,2,17031,1,,
8820,1,3,12,17031,1,,
8821,1,1,11,17031,1,,
8822,1,2,4,17031,1,,
8823,0,1,2,17031,1,,
8824,1,4,19,17031,1,,
8825,1,1,2.5,17031,1,,
8826,0,1,6.5,17031,1,,
8827,1,2,6.5,17031,1,,
8828,1,2,4,17031,1,,
8829,1,1,5,17031,1,,
8830,0,1,0,17031,1,,
8831,1,3,15,17031,1,,
8832,1,1,10,17031,1,,
8833,3,1,12,17031,1,,
8834,1,1,7,17031,1,,
8835,1,1,3,17031,1,,
8836,1,1,3,17031,1,,
8837,0,2,14,17031,1,,
8838,1,1,4,17031,1,,
8839,1,3,14,17031,1,,
8840,0,1,0,17031,1,,
8841,1,1,4,17031,1,,
8842,1,1,5,17031,1,,
8843,2,2,12,17031,1,,
8844,1,2,4,17031,1,,
8845,3,2,9,17031,1,,
8846,2,4,33,17031,1,,
8847,0,1,2,17031,1,,
8848,1,2,10,17031,1,,
8849,1,1,4,17031,1,,
8850,1,4,41,17031,1,,
8851,2,2,23,17031,1,,
8852,2,5,22,17031,1,,
8853,1,1,5,17031,1,,
8854,2,4,23,17031,1,,
8855,4,4,12,17031,1,,
8856,2,2,4.5,17031,1,,
8857,1,1,4.5,17031,1,,
8858,2,1,3,17031,1,,
8859,1,2,3,17031,1,,
8860,0,3,8,17031,1,,
8861,2,2,8,17031,1,,
8862,2,4,25,17031,1,,
8863,1,1,0,17031,1,,
8864,2,2,17,17031,1,,
8865,1,1,4,17031,1,,
8866,1,1,6.5,17031,1,,
8867,1,1,1.5,17031,1,,
8868,2,3,7.5,17031,1,,
8869,1,3,9,17031,1,,
8870,2,3,15,17031,1,,
8871,1,2,12,17031,1,,
8872,0,3,1.5,17031,1,,
8873,2,1,8,17031,1,,
8874,1,1,5,17031,1,,
8875,2,5,30,17031,1,,
8876,1,2,6,17031,1,,
8877,2,3,5.5,17031,1,,
8878,2,4,6,17031,1,,
8879,1,1,3,17031,1,,
8880,0,3,13,17031,1,,
8881,1,2,2,17031,1,,
8882,1,2,7,17031,1,,
8883,2,3,19,17031,1,,
8884,5,1,4,17031,1,,
8885,1,1,5,17031,1,,
8886,1,1,5,17031,1,,
8887,1,2,7.5,17031,1,,
8888,2,3,3,17031,1,,
8889,1,2,10,17031,1,,
8890,2,2,13,17031,1,,
8891,2,1,5,17031,1,,
8892,1,2,11,17031,1,,
8893,3,4,14,17031,1,,
8894,1,4,19,17031,1,,
8895,1,3,15.5,17031,1,,
8896,0,1,2.5,17031,1,,
8897,1,1,4.5,17031,1,,
8898,1,1,5,17031,1,,
8899,2,2,6,17031,1,,
8900,1,2,5.5,17031,1,,
8901,0,1,1,17031,1,,
8902,1,3,8,17031,1,,
8903,2,2,6,17031,1,,
8904,2,4,17.5,17031,1,,
8905,2,4,13.5,17031,1,,
8906,0,1,5.5,17031,1,,
8907,2,3,16.5,17031,1,,
8908,1,2,6,17031,1,,
8909,2,3,9,17031,1,,
8910,1,3,2,17031,1,,
8911,2,3,16.5,17031,1,,
8912,1,1,5,17031,1,,
8913,1,1,4.5,17031,1,,
8914,2,2,7,17031,1,,
8915,1,1,6,17031,1,,
8916,0,1,2,17031,1,,
8917,0,1,4,17031,1,,
8918,1,2,7,17031,1,,
8919,2,3,4,17031,1,,
8920,1,3,2,17031,1,,
8921,1,2,12,17031,1,,
8922,1,2,3.5,17031,1,,
8923,0,2,5,17031,1,,
8924,1,1,3,17031,1,,
8925,1,3,12,17031,1,,
8926,1,1,6,17031,1,,
8927,1,1,2,17031,1,,
8928,1,1,4.5,17031,1,,
8929,1,2,6,17031,1,,
8930,1,2,10,17031,1,,
8931,1,2,9,17031,1,,
8932,1,3,6,17031,1,,
8933,1,2,4,17031,1,,
8934,2,2,15,17031,1,,
8935,1,2,6,17031,1,,
8936,1,2,14,17031,1,,
8937,0,1,2,17031,1,,
8938,2,1,5,17031,1,,
8939,1,2,5,17031,1,,
8940,1,1,5,17031,1,,
8941,3,4,8,17031,1,,
8942,1,2,4,17031,1,,
8943,1,2,6,17031,1,,
8944,1,2,6,17031,1,,
8945,1,1,7,17031,1,,
8946,1,2,6,17031,1,,
8947,1,2,9,17031,1,,
8948,0,1,3,17031,1,,
8949,0,2,3.5,17031,1,,
8950,0,1,4,17031,1,,
8951,0,1,0,17031,1,,
8952,1,2,7,17031,1,,
8953,1,1,2,17031,1,,
8954,1,1,3,17031,1,,
8955,3,2,4,17031,1,,
8956,0,1,2,17031,1,,
8957,1,3,10,17031,1,,
8958,1,1,7.5,17031,1,,
8959,1,1,2,17031,1,,
8960,1,5,31.5,17031,1,,
8961,0,2,8,17031,1,,
8962,1,2,8.5,17031,1,,
8963,3,5,28,17031,1,,
8964,0,1,4,17031,1,,
8965,2,2,13,17031,1,,
8966,0,1,4,17031,1,,
8967,1,1,4,17031,1,,
8968,1,2,4,17031,1,,
8969,1,2,9,17031,1,,
8970,1,2,4,17031,1,,
8971,1,1,4,17031,1,,
8972,1,1,4.5,17031,1,,
8973,2,1,1,17031,1,,
8974,1,1,4,17031,1,,
8975,1,2,6.5,17031,1,,
8976,1,1,4.5,17031,1,,
8977,1,2,8,17031,1,,
8978,1,1,2,17031,1,,
8979,1,1,2,17031,1,,
8980,1,3,9,17031,1,,
8981,0,1,2,17031,1,,
8982,1,2,13,17031,1,,
8983,0,2,4,17031,1,,
8984,2,4,19,17031,1,,
8985,2,2,4,17031,1,,
8986,4,5,19,17031,1,,
8987,1,1,5,17031,1,,
8988,1,2,10,17031,1,,
8989,1,1,4,17031,1,,
8990,2,2,2.5,17031,1,,
8991,1,2,7,17031,1,,
8992,1,5,23,17031,1,,
8993,1,1,2.5,17031,1,,
8994,1,1,2,17031,1,,
8995,1,2,6,17031,1,,
8996,0,5,13,17031,1,,
8997,1,2,8,17031,1,,
8998,1,1,11,17031,1,,
8999,1,1,3,17031,1,,
9000,1,1,3,17031,1,,
9001,2,2,11,17031,1,,
9002,1,1,6,17031,1,,
9003,2,3,11,17031,1,,
9004,2,3,23,17031,1,,
9005,1,1,6,17031,1,,
9006,1,2,5,17031,1,,
9007,1,1,3,17031,1,,
9008,2,3,12.5,17031,1,,
9009,2,3,5,17031,1,,
9010,2,2,4,17031,1,,
9011,1,3,9,17031,1,,
9012,2,4,12,17031,1,,
9013,2,1,4,17031,1,,
9014,2,3,11,17031,1,,
9015,1,1,4.5,17031,1,,
9016,2,1,5,17031,1,,
9017,2,4,13,17031,1,,
9018,1,3,4,17031,1,,
9019,0,2,2,17031,1,,
9020,2,1,4,17031,1,,
9021,1,1,5,17031,1,,
9022,1,1,3,17031,1,,
9023,0,3,2.5,17031,1,,
9024,2,2,7,17031,1,,
9025,0,2,2,17031,1,,
9026,1,3,9,17031,1,,
9027,0,1,5,17031,1,,
9028,1,6,12,17031,1,,
9029,1,2,10,17031,1,,
9030,0,2,3,17031,1,,
9031,0,2,2,17031,1,,
9032,0,4,4,17031,1,,
9033,2,4,33,17031,1,,
9034,1,2,12,17031,1,,
9035,1,1,0,17031,1,,
9036,0,2,1,17031,1,,
9037,2,2,3,17031,1,,
9038,1,4,8,17031,1,,
9039,1,1,4,17031,1,,
9040,2,3,14,17031,1,,
9041,0,3,4,17031,1,,
9042,1,1,3,17031,1,,
9043,1,3,3.5,17031,1,,
9044,2,4,12,17031,1,,
9045,0,1,2,17031,1,,
9046,1,1,6,17031,1,,
9047,1,3,6,17031,1,,
9048,1,2,15,17031,1,,
9049,1,1,8,17031,1,,
9050,1,3,9,17031,1,,
9051,1,2,5,17031,1,,
9052,1,1,9,17031,1,,
9053,3,2,7,17031,1,,
9054,1,2,8,17031,1,,
9055,1,2,8,17031,1,,
9056,1,2,3,17031,1,,
9057,1,1,3,17031,1,,
9058,1,1,5.5,17031,1,,
9059,0,1,0.5,17031,1,,
9060,0,1,2,17031,1,,
9061,1,1,4,17031,1,,
9062,1,2,13,17031,1,,
9063,1,1,3,17031,1,,
9064,1,1,6,17031,1,,
9065,1,1,5,17031,1,,
9066,0,2,2,17031,1,,
9067,2,3,13,17031,1,,
9068,1,3,7,17031,1,,
9069,1,4,10,17031,1,,
9070,2,2,7.5,17089,4,,
9071,1,1,1,17031,1,,
9072,0,1,2,17031,1,,
9073,1,2,7,17031,1,,
9074,1,1,6.5,17031,1,,
9075,1,1,2,17031,1,,
9076,1,2,9,17031,1,,
9077,2,3,12,17031,1,,
9078,1,1,5,17031,1,,
9079,2,4,22,17031,1,,
9080,1,1,2,17031,1,,
9081,3,2,9,17031,1,,
9082,1,1,5,17031,1,,
9083,0,1,0,17031,1,,
9084,1,1,5,17031,1,,
9085,1,1,6,17031,1,,
9086,0,2,0,17031,1,,
9087,1,2,6,17031,1,,
9088,2,1,2,17031,1,,
9089,1,1,1,17031,1,,
9090,1,2,4,17031,1,,
9091,0,1,8,17031,1,,
9092,1,2,4,17031,1,,
9093,1,2,7,17031,1,,
9094,1,2,6,17031,1,,
9095,2,2,9,17031,1,,
9096,0,1,3.5,17031,1,,
9097,2,2,7,17031,1,,
9098,5,1,7,17031,1,,
9099,2,2,13,17031,1,,
9100,0,1,3,17031,1,,
9101,1,1,7,17031,1,,
9102,1,1,6,17031,1,,
9103,1,1,6,17031,1,,
9104,2,2,11,17031,1,,
9105,1,3,10.5,17031,1,,
9106,1,2,9,17031,1,,
9107,0,1,2,17031,1,,
9108,0,1,3.5,17031,1,,
9109,0,1,2,17031,1,,
9110,1,2,12,17031,1,,
9111,0,1,7,17031,1,,
9112,2,2,14,17031,1,,
9113,1,2,4,17031,1,,
9114,2,2,2,17031,1,,
9115,1,1,6,17031,1,,
9116,0,1,2,17031,1,,
9117,0,1,8,17031,1,,
9118,1,2,2,17031,1,,
9119,1,1,6,17031,1,,
9120,0,1,7,17031,1,,
9121,0,2,7,17031,1,,
9122,1,1,4,17031,1,,
9123,1,1,1,17031,1,,
9124,0,1,6,17031,1,,
9125,0,1,3.5,17031,1,,
9126,0,1,4,17031,1,,
9127,2,2,10,17031,1,,
9128,0,1,7,17031,1,,
9129,0,2,6,17031,1,,
9130,1,1,3,17031,1,,
9131,1,3,10,17031,1,,
9132,0,1,6,17031,1,,
9133,0,1,2,17031,1,,
9134,1,1,2.5,17031,1,,
9135,1,1,5,17031,1,,
9136,1,2,9,17031,1,,
9137,0,1,2,17031,1,,
9138,1,1,7,17031,1,,
9139,0,2,7,17031,1,,
9140,1,2,4,17031,1,,
9141,2,2,8.5,17031,1,,
9142,0,1,3,17031,1,,
9143,1,1,4,17031,1,,
9144,1,4,18,17031,1,,
9145,2,2,8,17031,1,,
9146,2,2,10,17031,1,,
9147,2,2,9,17031,1,,
9148,1,1,5.5,17031,1,,
9149,1,4,24.5,17031,1,,
9150,1,3,11.5,17031,1,,
9151,0,1,4,17031,1,,
9152,1,1,2,17031,1,,
9153,2,3,5,17031,1,,
9154,1,2,5,17031,1,,
9155,0,1,3,17031,1,,
9156,2,2,9.5,17031,1,,
9157,2,2,4.5,17031,1,,
9158,2,4,19.5,17031,1,,
9159,1,4,19,17031,1,,
9160,1,2,13.5,17031,1,,
9161,1,2,9,17031,1,,
9162,2,2,2,17031,1,,
9163,1,2,12,17031,1,,
9164,1,3,11,17031,1,,
9165,0,1,0,17031,1,,
9166,2,4,20,17031,1,,
9167,1,1,6,17031,1,,
9168,1,1,5,17031,1,,
9169,1,3,21,17031,1,,
9170,0,1,2,17031,1,,
9171,1,1,1.5,17031,1,,
9172,1,1,5.5,17031,1,,
9173,2,3,22.5,17031,1,,
9174,1,1,4.5,17031,1,,
9175,1,1,3,17031,1,,
9176,0,1,5,17031,1,,
9177,1,1,2,17031,1,,
9178,2,2,4,17031,1,,
9179,1,2,4,17031,1,,
9180,0,1,2,17031,1,,
9181,1,4,33,17031,1,,
9182,2,1,0,17031,1,,
9183,2,3,5,17031,1,,
9184,1,1,3.5,17031,1,,
9185,1,2,8,17031,1,,
9186,1,1,3,17031,1,,
9187,1,1,5,17031,1,,
9188,0,2,3,17031,1,,
9189,1,2,7,17031,1,,
9190,1,3,9,17031,1,,
9191,0,1,3,17031,1,,
9192,0,1,4,17031,1,,
9193,0,1,4.5,17031,1,,
9194,1,1,3,17031,1,,
9195,1,1,8,17031,1,,
9196,0,1,2,17031,1,,
9197,0,1,2,17031,1,,
9198,0,1,4,17031,1,,
9199,1,2,13,17031,1,,
9200,1,1,3.5,17031,1,,
9201,0,2,6,17031,1,,
9202,1,3,6,17031,1,,
9203,1,2,11,17031,1,,
9204,1,1,4.5,17031,1,,
9205,1,1,0,17031,1,,
9206,0,1,4.5,17031,1,,
9207,0,2,3,17031,1,,
9208,1,2,10,17031,1,,
9209,1,2,4,17031,1,,
9210,1,2,12,17031,1,,
9211,1,1,7,17031,1,,
9212,1,2,4,17031,1,,
9213,0,1,3,17031,1,,
9214,1,1,5,17031,1,,
9215,1,1,2,17031,1,,
9216,0,1,0,17031,1,,
9217,1,2,2,17031,1,,
9218,3,5,15,17031,1,,
9219,0,1,2,17031,1,,
9220,0,2,2,17031,1,,
9221,1,1,4,17031,1,,
9222,1,1,5.5,17031,1,,
9223,1,7,24,17031,1,,
9224,0,1,2,17031,1,,
9225,1,1,4,17031,1,,
9226,0,1,2,17031,1,,
9227,0,2,8.5,17031,1,,
9228,1,1,5,17031,1,,
9229,1,1,2,17031,1,,
9230,2,2,8,17031,1,,
9231,1,1,2.5,17031,1,,
9232,1,1,2,17031,1,,
9233,1,1,3,17031,1,,
9234,1,3,8.5,17031,1,,
9235,2,1,5,17031,1,,
9236,1,1,5,17031,1,,
9237,1,1,4,17031,1,,
9238,1,1,0,17031,1,,
9239,0,2,7,17031,1,,
9240,1,1,0,17031,1,,
9241,2,3,1,17031,1,,
9242,3,5,3,17031,1,,
9243,1,1,2,17031,1,,
9244,1,1,4.5,17031,1,,
9245,1,1,3,17031,1,,
9246,3,1,3,17031,1,,
9247,0,1,2,17031,1,,
9248,1,3,17,17031,1,,
9249,1,2,12,17031,1,,
9250,1,2,14.5,17031,1,,
9251,3,4,10,17031,1,,
9252,3,3,18,17031,1,,
9253,1,1,6,17031,1,,
9254,1,1,3,17031,1,,
9255,3,3,14,17031,1,,
9256,2,1,8,17031,1,,
9257,1,1,7,17031,1,,
9258,1,1,6,17031,1,,
9259,2,2,2.5,17031,1,,
9260,1,3,8.5,17031,1,,
9261,1,2,6,17031,1,,
9262,2,2,13,17031,1,,
9263,0,1,3,17031,1,,
9264,1,2,5,17031,1,,
9265,0,2,4,17031,1,,
9266,1,1,4.5,17031,1,,
9267,0,1,2,17031,1,,
9268,3,4,21,17031,1,,
9269,1,1,1.5,17031,1,,
9270,1,1,2.5,17031,1,,
9271,0,2,5,17031,1,,
9272,2,2,12,17031,1,,
9273,1,5,9,17031,1,,
9274,1,1,1,17031,1,,
9275,0,1,1,17031,1,,
9276,1,1,7.5,17031,1,,
9277,0,1,4,17031,1,,
9278,0,1,0,17031,1,,
9279,0,3,4,17031,1,,
9280,0,3,11,17031,1,,
9281,1,1,3,17031,1,,
9282,1,1,3,17031,1,,
9283,0,1,0,17031,1,,
9284,0,3,6,17031,1,,
9285,1,2,0,17031,1,,
9286,0,1,3,17031,1,,
9287,0,1,5,17031,1,,
9288,1,1,5,17031,1,,
9289,2,2,6,17031,1,,
9290,0,1,4,17031,1,,
9291,1,1,2,17031,1,,
9292,1,1,2.5,17031,1,,
9293,2,1,3,17031,1,,
9294,1,2,2,17031,1,,
9295,1,1,7,17031,1,,
9296,2,3,9,17031,1,,
9297,0,5,6,17031,1,,
9298,1,2,2.5,17031,1,,
9299,1,1,2,17031,1,,
9300,0,1,2,17031,1,,
9301,0,1,0,17031,1,,
9302,2,2,10,17031,1,,
9303,0,3,8.5,17031,1,,
9304,2,3,4.5,17031,1,,
9305,1,1,4,17031,1,,
9306,2,1,3.5,17031,1,,
9307,1,1,9,17031,1,,
9308,1,1,2,17031,1,,
9309,1,1,4.5,17031,1,,
9310,3,1,2,17031,1,,
9311,0,1,4,17031,1,,
9312,0,1,2,17031,1,,
9313,0,1,4,17031,1,,
9314,1,1,2,17031,1,,
9315,0,1,1,17031,1,,
9316,1,2,5,17031,1,,
9317,2,2,4,17097,6,,
9318,2,2,2,17031,1,,
9319,0,1,0,17031,1,,
9320,0,1,0,17031,1,,
9321,0,1,3,17031,1,,
9322,1,1,5,17031,1,,
9323,4,6,12,17031,1,,
9324,1,2,7,17031,1,,
9325,0,1,2,17031,1,,
9326,1,1,0,17031,1,,
9327,1,3,9,17031,1,,
9328,1,1,3,17031,1,,
9329,0,1,4,17031,1,,
9330,0,3,7.5,17097,6,,
9331,0,2,8,17031,1,,
9332,2,2,4,17031,1,,
9333,3,2,2,17031,1,,
9334,2,2,9,17031,1,,
9335,0,4,10,17031,1,,
9336,2,1,4.5,17031,1,,
9337,1,1,3,17031,1,,
9338,2,2,6,17031,1,,
9339,1,1,6,17031,1,,
9340,0,1,2,17031,1,,
9341,1,1,2.5,17031,1,,
9342,0,1,4,17031,1,,
9343,0,3,4,17031,1,,
9344,3,1,6,17031,1,,
9345,0,1,4,17031,1,,
9346,2,2,4,17031,1,,
9347,0,1,0,17031,1,,
9348,2,2,4,17031,1,,
9349,1,1,4,17031,1,,
9350,1,1,7,17031,1,,
9351,2,1,1.5,17031,1,,
9352,1,1,5.5,17031,1,,
9353,0,1,2,17031,1,,
9354,0,3,6,17031,1,,
9355,0,1,0,17031,1,,
9356,0,1,0,17031,1,,
9357,1,1,1,17031,1,,
9358,1,1,2.5,17031,1,,
9359,1,1,2,17031,1,,
9360,0,4,15,17031,1,,
9361,1,2,4,17031,1,,
9362,1,1,6,17031,1,,
9363,0,1,2,17031,1,,
9364,2,4,25,17031,1,,
9365,1,1,3.5,17031,1,,
9366,1,1,0,17031,1,,
9367,2,2,7,17031,1,,
9368,1,4,17,17031,1,,
9369,1,1,9,17031,1,,
9370,0,1,1.5,17031,1,,
9371,1,1,3.5,17031,1,,
9372,1,1,5.5,17031,1,,
9373,0,3,6,17031,1,,
9374,1,4,17,17031,1,,
9375,0,1,1.5,17031,1,,
9376,1,1,6,17031,1,,
9377,0,1,2,17031,1,,
9378,0,2,5,17031,1,,
9379,0,1,2,17031,1,,
9380,1,3,9,17031,1,,
9381,2,3,4.5,17031,1,,
9382,1,4,39,17031,1,,
9383,0,1,0,17031,1,,
9384,0,1,0,17031,1,,
9385,0,2,0,17031,1,,
9386,1,2,9,17031,1,,
9387,1,1,2,17031,1,,
9388,0,1,2,17031,1,,
9389,3,2,2.5,17031,1,,
9390,1,1,2,17031,1,,
9391,3,2,5,17197,8,,
9392,0,2,7,17031,1,,
9393,1,1,2,17031,1,,
9394,1,4,18,17031,1,,
9395,1,3,8,17031,1,,
9396,1,1,3,17031,1,,
9397,2,2,5,17031,1,,
9398,1,1,2,17031,1,,
9399,1,2,10,17031,1,,
9400,1,5,13.5,17031,1,,
9401,2,3,9,17031,1,,
9402,0,2,0,17031,1,,
9403,3,2,10,17031,1,,
9404,0,1,1,17031,1,,
9405,0,1,2,17031,1,,
9406,1,4,22,17031,1,,
9407,1,2,2.5,17031,1,,
9408,2,1,6,17031,1,,
9409,0,2,2,17031,1,,
9410,0,1,6,17031,1,,
9411,1,1,0,17031,1,,
9412,1,1,8,17031,1,,
9413,4,5,25.5,17031,1,,
9414,2,2,5,17031,1,,
9415,2,2,6,17031,1,,
9416,0,1,3,17031,1,,
9417,2,3,11,17031,1,,
9418,1,1,14,17197,8,,
9419,1,1,4,17031,1,,
9420,1,2,4,17031,1,,
9421,2,2,0,17031,1,,
9422,0,2,2,17031,1,,
9423,1,2,7,17031,1,,
9424,0,1,7,17031,1,,
9425,3,2,4.5,17031,1,,
9426,2,3,22,17031,1,,
9427,1,3,5,17031,1,,
9428,1,1,2,17031,1,,
9429,1,1,2,17031,1,,
9430,3,1,4,17031,1,,
9431,0,1,3.5,17031,1,,
9432,2,2,9,17031,1,,
9433,0,1,0,17031,1,,
9434,0,3,8,17031,1,,
9435,1,1,4,17031,1,,
9436,1,2,1.5,17031,1,,
9437,1,2,6.5,17031,1,,
9438,1,2,6,17031,1,,
9439,0,3,3,17031,1,,
9440,0,1,2,17031,1,,
9441,3,3,8,17031,1,,
9442,0,1,3,17031,1,,
9443,2,2,5.5,17031,1,,
9444,1,1,5,17031,1,,
9445,1,3,4.5,17031,1,,
9446,1,2,2.5,17031,1,,
9447,2,2,4,17031,1,,
9448,1,3,18.5,17031,1,,
9449,1,1,4.5,17031,1,,
9450,1,2,4,17031,1,,
9451,1,3,17,17031,1,,
9452,1,1,3,17031,1,,
9453,2,1,6,17031,1,,
9454,1,1,4,17031,1,,
9455,1,1,3,17031,1,,
9456,0,1,3,17031,1,,
9457,3,2,8,17031,1,,
9458,3,3,24,17031,1,,
9459,1,1,4,17031,1,,
9460,1,1,2.5,17031,1,,
9461,1,1,0,17031,1,,
9462,0,2,3,17031,1,,
9463,1,2,4,17031,1,,
9464,0,2,6,17031,1,,
9465,0,2,1.5,17031,1,,
9466,0,1,3.5,17031,1,,
9467,0,1,2.5,17031,1,,
9468,2,1,2,17031,1,,
9469,1,1,3,17031,1,,
9470,1,2,11,17031,1,,
9471,0,2,3,17031,1,,
9472,1,1,3,17031,1,,
9473,1,6,22,17031,1,,
9474,2,5,22,17031,1,,
9475,0,4,6,17031,1,,
9476,1,1,2,17031,1,,
9477,1,1,0,17031,1,,
9478,1,2,4,17031,1,,
9479,0,4,8,17031,1,,
9480,1,1,7,17031,1,,
9481,1,1,2,17031,1,,
9482,1,1,4,17031,1,,
9483,0,2,12,17031,1,,
9484,0,1,0,17031,1,,
9485,2,1,6,17031,1,,
9486,3,2,12,17031,1,,
9487,1,2,9,17031,1,,
9488,1,1,0,17031,1,,
9489,1,1,3,17031,1,,
9490,1,1,3,17031,1,,
9491,1,1,3,17031,1,,
9492,0,1,0,17031,1,,
9493,0,1,2,17031,1,,
9494,1,1,7,17031,1,,
9495,0,1,4,17031,1,,
9496,1,1,4,17031,1,,
9497,2,1,2,17031,1,,
9498,1,1,5.5,17031,1,,
9499,2,2,2,17031,1,,
9500,0,3,9,17031,1,,
9501,0,4,10,17031,1,,
9502,0,2,10,17031,1,,
9503,1,2,4,17031,1,,
9504,0,1,2.5,17031,1,,
9505,1,2,0,17031,1,,
9506,0,1,1.5,17031,1,,
9507,3,1,5,17031,1,,
9508,2,4,8,17031,1,,
9509,0,2,3.5,17031,1,,
9510,3,2,10,17031,1,,
9511,5,2,5,17031,1,,
9512,0,1,1,17031,1,,
9513,2,1,2,17031,1,,
9514,1,1,2.5,17031,1,,
9515,1,2,5,17031,1,,
9516,0,3,8,17031,1,,
9517,1,1,8,17031,1,,
9518,0,2,2,17031,1,,
9519,0,1,2,17031,1,,
9520,4,2,11,17031,1,,
9521,2,3,10.5,17031,1,,
9522,0,2,0,17031,1,,
9523,0,4,7,17031,1,,
9524,1,4,24,17031,1,,
9525,1,2,4,17031,1,,
9526,0,4,8,17031,1,,
9527,0,3,9,17031,1,,
9528,4,4,14,17031,1,,
9529,1,2,9,17031,1,,
9530,1,2,6.5,17031,1,,
9531,1,1,2.5,17031,1,,
9532,0,1,1,17031,1,,
9533,0,1,1.5,17031,1,,
9534,1,4,10,17031,1,,
9535,1,1,2,17031,1,,
9536,0,3,10,17031,1,,
9537,1,2,8,17031,1,,
9538,1,3,10,17031,1,,
9539,1,1,5,17031,1,,
9540,1,1,2,17031,1,,
9541,1,3,8,17031,1,,
9542,0,1,2,17031,1,,
9543,2,4,11.5,17031,1,,
9544,1,1,3,17031,1,,
9545,0,3,5.5,17031,1,,
9546,0,1,3,17031,1,,
9547,1,1,4.5,17031,1,,
9548,0,1,4,17031,1,,
9549,1,1,2,17031,1,,
9550,0,1,3.5,17031,1,,
9551,0,1,2,17031,1,,
9552,2,1,2,17031,1,,
9553,0,2,4,17031,1,,
9554,1,1,1,17031,1,,
9555,2,2,12,17031,1,,
9556,1,1,0,17031,1,,
9557,0,4,8.5,17031,1,,
9558,0,1,3,17031,1,,
9559,1,2,4,17031,1,,
