ID,vehicles,persons,trips,CTFIP,ZONE_ID,,
7845,2,5,30.5,17031,1,,
7846,2,2,3.5,17031,1,,
7847,2,4,32,17031,1,,
7848,2,2,10,17031,1,,
7849,1,3,8,17031,1,,
7850,2,1,2,17031,1,,
7851,2,4,26,17031,1,,
7852,1,7,48,17031,1,,
7853,2,3,7,17031,1,,
7854,1,4,11,17031,1,,
7855,5,2,7,17031,1,,
7856,3,6,32,17031,1,,
7857,2,2,7,17031,1,,
7858,0,1,4,17031,1,,
7859,1,1,5,17031,1,,
7860,1,7,25,17031,1,,
7861,1,5,36,17031,1,,
7862,1,1,0,17031,1,,
7863,1,3,6,17031,1,,
7864,2,6,17,17031,1,,
7865,2,2,9,17031,1,,
7866,0,2,4,17031,1,,
7867,2,2,4,17031,1,,
7868,1,1,2,17031,1,,
7869,0,1,0,17031,1,,
7870,2,4,6,17031,1,,
7871,2,2,6,17031,1,,
7872,2,6,50,17031,1,,
7873,1,2,11,17031,1,,
7874,0,1,2,17031,1,,
7875,1,2,2,17031,1,,
7876,3,2,6,17031,1,,
7877,1,3,11,17031,1,,
7878,1,2,7,17031,1,,
7879,1,1,2,17031,1,,
7880,2,3,5,17031,1,,
7881,3,4,8,17031,1,,
7882,0,1,0,17031,1,,
7883,2,3,6,17031,1,,
7884,0,2,4,17031,1,,
7885,2,2,4.5,17031,1,,
7886,2,4,36,17031,1,,
7887,1,2,10.5,17031,1,,
7888,1,1,1,17031,1,,
7889,2,2,4,17031,1,,
7890,2,2,12.5,17031,1,,
7891,1,2,8,17031,1,,
7892,2,4,23,17031,1,,
7893,2,2,6,17031,1,,
7894,3,5,14,17031,1,,
7895,1,2,3,17031,1,,
7896,2,2,14,17031,1,,
7897,2,2,9,17031,1,,
7898,1,5,7,17031,1,,
7899,1,2,4,17031,1,,
7900,1,2,8,17031,1,,
7901,2,2,5,17031,1,,
7902,1,4,12,17031,1,,
7903,4,6,33.5,17031,1,,
7904,1,1,2,17031,1,,
7905,0,2,0,17031,1,,
7906,2,5,11,17031,1,,
7907,1,1,3,17031,1,,
7908,3,4,18,17031,1,,
7909,0,1,3,17031,1,,
7910,1,1,8,17197,8,,
7911,2,1,5,17197,8,,
7912,3,2,8,17197,8,,
7913,1,4,4.5,17197,8,,
7914,1,1,7,17197,8,,
7915,2,4,14,17197,8,,
7916,4,7,11,17197,8,,
7917,1,4,26,17197,8,,
7918,2,2,11,17197,8,,
7919,1,1,6,17197,8,,
7920,2,4,11,17197,8,,
7921,3,4,13,17197,8,,
7922,1,2,6,17197,8,,
7923,1,1,4.5,17197,8,,
7924,1,1,4.5,17197,8,,
7925,3,2,17,17197,8,,
7926,4,4,10,17197,8,,
7927,3,3,15,17031,1,,
7928,1,1,3,17031,1,,
7929,3,3,21,17031,1,,
7930,1,1,4,17031,1,,
7931,1,1,3,17031,1,,
7932,2,2,4,17031,1,,
7933,2,2,6,17031,1,,
7934,2,1,5,17031,1,,
7935,1,1,4,17031,1,,
7936,1,1,6,17031,1,,
7937,2,2,8,17031,1,,
7938,1,1,7,17031,1,,
7939,2,4,10.5,17031,1,,
7940,1,1,2,17031,1,,
7941,2,4,27,17031,1,,
7942,2,3,12,17031,1,,
7943,1,1,6,17031,1,,
7944,1,1,0,17031,1,,
7945,1,1,3.5,17031,1,,
7946,2,3,16,17031,1,,
7947,2,5,9,17031,1,,
7948,2,3,4,17031,1,,
7949,3,3,11,17031,1,,
7950,3,7,20,17031,1,,
7951,2,2,4,17031,1,,
7952,2,6,14,17031,1,,
7953,2,2,7,17031,1,,
7954,5,3,16.5,17031,1,,
7955,1,2,4.5,17031,1,,
7956,1,1,3,17031,1,,
7957,1,2,0,17031,1,,
7958,2,5,18,17031,1,,
7959,1,1,3,17031,1,,
7960,2,2,9,17031,1,,
7961,2,2,8,17031,1,,
7962,1,1,1,17031,1,,
7963,1,1,4,17031,1,,
7964,1,1,6,17031,1,,
7965,4,4,18,17031,1,,
7966,1,1,10,17031,1,,
7967,7,6,15,17031,1,,
7968,2,4,20,17031,1,,
7969,3,4,12,17031,1,,
7970,1,2,3,17031,1,,
7971,2,5,12,17031,1,,
7972,2,2,4,17031,1,,
7973,1,1,4,17031,1,,
7974,3,1,8,17031,1,,
7975,1,1,2,17031,1,,
7976,1,1,11,17031,1,,
7977,1,4,15,17031,1,,
7978,3,3,8,17031,1,,
7979,2,4,7.5,17031,1,,
7980,1,1,3,17031,1,,
7981,1,3,7,17031,1,,
7982,2,4,11,17031,1,,
7983,1,1,0,17031,1,,
7984,1,1,8.5,17031,1,,
7985,1,1,5,17031,1,,
7986,2,2,5.5,17031,1,,
7987,2,2,2,17031,1,,
7988,1,1,0,17031,1,,
7989,1,1,3,17031,1,,
7990,2,2,19,17031,1,,
7991,2,2,6,17031,1,,
7992,2,2,5,17031,1,,
7993,1,1,3,17031,1,,
7994,1,1,5,17031,1,,
7995,1,1,3,17031,1,,
7996,1,2,10,17043,2,,
7997,1,2,2,17043,2,,
7998,2,4,13,17043,2,,
7999,2,5,28,17043,2,,
8000,2,3,7,17089,4,,
8001,1,1,2,17089,4,,
8002,2,5,12,17089,4,,
8003,2,2,2,17089,4,,
8004,2,2,8,17197,8,,
8005,2,4,8,17089,4,,
8006,1,1,2,17089,4,,
8007,2,3,4,17089,4,,
8008,2,5,17.5,17089,4,,
8009,1,2,15,17089,4,,
8010,2,2,4,17089,4,,
8011,2,2,13,17089,4,,
8012,2,1,2,17089,4,,
8013,1,1,5,17031,1,,
8014,1,1,6,17031,1,,
8015,1,1,3,17031,1,,
8016,1,1,4,17031,1,,
8017,2,2,6,17031,1,,
8018,1,1,5,17031,1,,
8019,1,1,2,17031,1,,
8020,2,4,13,17031,1,,
8021,2,2,10,17031,1,,
8022,3,4,10,17031,1,,
8023,1,1,0,17031,1,,
8024,1,1,2,17031,1,,
8025,2,5,12,17031,1,,
8026,0,2,0,17031,1,,
8027,2,4,11,17043,2,,
8028,2,2,5,17043,2,,
8029,1,1,8,17043,2,,
8030,2,2,6,17043,2,,
8031,2,5,32,17043,2,,
8032,4,5,28,17043,2,,
8033,1,1,5,17043,2,,
8034,0,1,4,17043,2,,
8035,2,4,12,17043,2,,
8036,2,2,18,17043,2,,
8037,1,1,3,17043,2,,
8038,1,1,4,17043,2,,
8039,2,1,9,17043,2,,
8040,3,3,7,17043,2,,
8041,1,1,6.5,17043,2,,
8042,2,3,18,17043,2,,
8043,4,4,16,17043,2,,
8044,2,2,3,17043,2,,
8045,2,2,11.5,17043,2,,
8046,2,2,8,17043,2,,
8047,1,1,6.5,17043,2,,
8048,2,2,11.5,17031,1,,
8049,3,4,27,17031,1,,
8050,2,2,13,17031,1,,
8051,2,5,20,17031,1,,
8052,1,4,15,17031,1,,
8053,2,2,8,17031,1,,
8054,1,6,32,17031,1,,
8055,3,4,13.5,17031,1,,
8056,1,1,2,17031,1,,
8057,2,2,13.5,17031,1,,
8058,2,6,24,17031,1,,
8059,1,4,20,17031,1,,
8060,2,2,8,17031,1,,
8061,2,2,11,17031,1,,
8062,2,4,19,17031,1,,
8063,2,2,2,17031,1,,
8064,2,2,11,17031,1,,
8065,3,3,6,17031,1,,
8066,2,3,20,17031,1,,
8067,1,1,6,17031,1,,
8068,1,1,9,17031,1,,
8069,6,4,16,17031,1,,
8070,1,2,12,17043,2,,
8071,2,3,13.5,17043,2,,
8072,2,4,16,17043,2,,
8073,3,4,12,17043,2,,
8074,1,1,1,17043,2,,
8075,2,4,23,17043,2,,
8076,2,5,32,17043,2,,
8077,3,1,4,17043,2,,
8078,1,1,6,17043,2,,
8079,2,2,3.5,17043,2,,
8080,2,4,20.5,17043,2,,
8081,2,6,27,17043,2,,
8082,1,1,2,17043,2,,
8083,1,2,3.5,17031,1,,
8084,1,2,2,17031,1,,
8085,1,1,1,17031,1,,
8086,2,5,33,17031,1,,
8087,1,2,2,17031,1,,
8088,2,2,11,17031,1,,
8089,1,1,4,17031,1,,
8090,3,4,7,17031,1,,
8091,3,5,30,17031,1,,
8092,1,1,2,17031,1,,
8093,1,3,4,17031,1,,
8094,1,1,7,17031,1,,
8095,3,3,12.5,17031,1,,
8096,2,4,20.5,17031,1,,
8097,2,3,17,17031,1,,
8098,1,1,3,17031,1,,
8099,2,3,26,17031,1,,
8100,1,1,4,17031,1,,
8101,2,2,9,17031,1,,
8102,1,1,2,17031,1,,
8103,2,3,28,17031,1,,
8104,2,3,9,17031,1,,
8105,2,2,19,17031,1,,
8106,0,1,3,17031,1,,
8107,2,3,6.5,17031,1,,
8108,1,4,22.5,17031,1,,
8109,1,4,10.5,17031,1,,
8110,1,1,2.5,17031,1,,
8111,2,1,2,17031,1,,
8112,1,3,6,17043,2,,
8113,1,5,21,17043,2,,
8114,3,4,14.5,17043,2,,
8115,1,4,7,17043,2,,
8116,3,2,10,17043,2,,
8117,1,1,5,17043,2,,
8118,2,2,6,17043,2,,
8119,2,2,18,17043,2,,
8120,3,3,7.5,17043,2,,
8121,1,4,23,17043,2,,
8122,2,4,17.5,17043,2,,
8123,1,3,13,17031,1,,
8124,1,3,12,17031,1,,
8125,0,1,2,17031,1,,
8126,3,4,13,17031,1,,
8127,1,2,6,17031,1,,
8128,1,2,0,17031,1,,
8129,1,2,0,17031,1,,
8130,1,1,4,17031,1,,
8131,1,2,6.5,17031,1,,
8132,2,8,28,17031,1,,
8133,3,4,22,17031,1,,
8134,0,3,11,17031,1,,
8135,1,2,5,17031,1,,
8136,2,1,6,17031,1,,
8137,1,4,11,17031,1,,
8138,0,1,0,17031,1,,
8139,2,5,15,17031,1,,
8140,3,4,12,17031,1,,
8141,1,1,2,17031,1,,
8142,0,1,1,17031,1,,
8143,1,1,2,17031,1,,
8144,1,1,7.5,17031,1,,
8145,0,1,2,17031,1,,
8146,0,1,2,17031,1,,
8147,0,1,2,17031,1,,
8148,1,2,2,17031,1,,
8149,1,2,4,17031,1,,
8150,1,1,4,17031,1,,
8151,0,2,4,17031,1,,
8152,2,3,11,17031,1,,
8153,1,2,4,17031,1,,
8154,2,2,14,17031,1,,
8155,1,1,4.5,17031,1,,
8156,1,1,8.5,17031,1,,
8157,2,2,10.5,17031,1,,
8158,2,3,8,17031,1,,
8159,4,2,6.5,17031,1,,
8160,1,3,8,17031,1,,
8161,4,1,5,17031,1,,
8162,2,2,9,17031,1,,
8163,1,1,3.5,17031,1,,
8164,1,3,10.5,17031,1,,
8165,2,5,22.5,17031,1,,
8166,1,3,4,17031,1,,
8167,1,2,5,17031,1,,
8168,1,1,8,17031,1,,
8169,1,1,3,17031,1,,
8170,2,1,5,17031,1,,
8171,1,1,2,17031,1,,
8172,2,3,9,17031,1,,
8173,2,2,9,17031,1,,
8174,1,2,6,17031,1,,
8175,4,3,2,17031,1,,
8176,1,4,16,17031,1,,
8177,2,3,10.5,17031,1,,
8178,2,2,2,17031,1,,
8179,2,2,7,17031,1,,
8180,2,1,6,17031,1,,
8181,3,3,5,17031,1,,
8182,1,1,5,17031,1,,
8183,0,1,5,17031,1,,
8184,1,1,4,17031,1,,
8185,0,1,2,17031,1,,
8186,1,5,12,17031,1,,
8187,1,2,12,17031,1,,
8188,1,2,4,17031,1,,
8189,1,1,3,17031,1,,
8190,1,4,11,17031,1,,
8191,3,4,24,17031,1,,
8192,0,2,6,17031,1,,
8193,0,1,2,17031,1,,
8194,1,2,5,17031,1,,
8195,3,2,8,17031,1,,
8196,2,4,4,17031,1,,
8197,3,4,12,17031,1,,
8198,2,4,11,17031,1,,
8199,0,1,2,17031,1,,
8200,0,1,6,17031,1,,
8201,0,1,3,17031,1,,
8202,1,3,3,17031,1,,
8203,1,2,2.5,17031,1,,
8204,1,2,9,17031,1,,
8205,1,1,3,17031,1,,
8206,0,2,2,17031,1,,
8207,1,1,0,17031,1,,
8208,2,3,5.5,17031,1,,
8209,0,3,4,17031,1,,
8210,2,2,3,17031,1,,
8211,0,1,0,17031,1,,
8212,1,1,2,17031,1,,
8213,2,2,3,17031,1,,
8214,2,2,11,17031,1,,
8215,1,1,3.5,17031,1,,
8216,1,1,2,17031,1,,
8217,1,2,1,17031,1,,
8218,3,2,8,17031,1,,
8219,1,2,10,17031,1,,
8220,0,1,2,17031,1,,
8221,0,2,4,17031,1,,
8222,0,1,3,17031,1,,
8223,3,5,12,17031,1,,
8224,1,1,2,17031,1,,
8225,0,1,0,17031,1,,
8226,2,2,7,17031,1,,
8227,3,2,9,17031,1,,
8228,2,6,11,17031,1,,
8229,2,4,20,17031,1,,
8230,2,2,10,17031,1,,
8231,0,1,2,17031,1,,
8232,0,1,2,17031,1,,
8233,5,3,6,17031,1,,
8234,1,2,8,17031,1,,
8235,1,2,6,17031,1,,
8236,1,2,4,17031,1,,
8237,1,1,3,17031,1,,
8238,2,2,8,17031,1,,
8239,1,1,2,17031,1,,
8240,2,3,6,17031,1,,
8241,1,1,7,17031,1,,
8242,2,2,8,17031,1,,
8243,2,2,8.5,17031,1,,
8244,2,6,22.5,17031,1,,
8245,2,3,8,17031,1,,
8246,3,3,4.5,17031,1,,
8247,2,2,7,17031,1,,
8248,1,4,13.5,17031,1,,
8249,0,1,2,17031,1,,
8250,1,2,10,17031,1,,
8251,1,1,5,17031,1,,
8252,1,2,0,17031,1,,
8253,1,1,3,17031,1,,
8254,2,2,16,17031,1,,
8255,2,2,2,17031,1,,
8256,1,2,2,17031,1,,
8257,2,2,2,17031,1,,
8258,0,2,2,17031,1,,
8259,1,2,5,17031,1,,
8260,3,2,15,17031,1,,
8261,1,2,12,17031,1,,
8262,1,1,6,17031,1,,
8263,0,2,2,17031,1,,
8264,0,1,2,17031,1,,
8265,1,3,4,17031,1,,
8266,1,2,4,17031,1,,
8267,4,7,9,17031,1,,
8268,2,5,11,17031,1,,
8269,1,2,8,17031,1,,
8270,2,6,16,17031,1,,
8271,1,1,2.5,17031,1,,
8272,1,1,2,17031,1,,
8273,0,2,7,17031,1,,
8274,1,2,4,17031,1,,
8275,2,2,8,17031,1,,
8276,0,1,2,17031,1,,
8277,2,6,11,17031,1,,
8278,3,2,3.5,17031,1,,
8279,1,2,2,17031,1,,
8280,2,2,4,17031,1,,
8281,1,3,8,17031,1,,
8282,2,4,11.5,17031,1,,
8283,1,2,7,17031,1,,
8284,1,1,3,17031,1,,
8285,2,3,16,17031,1,,
8286,3,5,10,17031,1,,
8287,2,4,14,17031,1,,
8288,0,2,6,17031,1,,
8289,0,1,6,17031,1,,
8290,1,2,10,17031,1,,
8291,1,1,2,17031,1,,
8292,1,1,3,17031,1,,
8293,2,3,9,17031,1,,
8294,2,2,5,17031,1,,
8295,2,2,4.5,17031,1,,
8296,1,2,13,17031,1,,
8297,1,4,7,17031,1,,
8298,1,1,0,17031,1,,
8299,2,3,12,17031,1,,
8300,2,4,23,17031,1,,
8301,2,2,10,17031,1,,
8302,2,3,13,17031,1,,
8303,1,1,2,17031,1,,
8304,1,1,5,17031,1,,
8305,2,3,11,17031,1,,
8306,1,2,6,17031,1,,
8307,1,1,2,17031,1,,
8308,1,1,2,17031,1,,
8309,2,4,26,17031,1,,
8310,1,2,8,17031,1,,
8311,1,2,7,17031,1,,
8312,2,2,5.5,17031,1,,
8313,2,2,9,17031,1,,
8314,3,3,5,17031,1,,
8315,1,1,14,17031,1,,
8316,2,4,14,17031,1,,
8317,1,2,10,17031,1,,
8318,1,2,4,17031,1,,
8319,1,1,3,17031,1,,
8320,2,2,11,17031,1,,
8321,1,5,20,17031,1,,
8322,3,5,17,17031,1,,
8323,2,4,19,17031,1,,
8324,2,2,0,17031,1,,
8325,0,1,3,17031,1,,
8326,2,2,12,17031,1,,
8327,2,6,18,17031,1,,
8328,2,2,8,17031,1,,
8329,1,1,2.5,17031,1,,
8330,1,1,6,17031,1,,
8331,1,5,10,17031,1,,
8332,2,5,12,17031,1,,
8333,1,1,2,17031,1,,
8334,2,2,8,17031,1,,
8335,1,4,5,17031,1,,
8336,2,2,14,17031,1,,
8337,1,1,2.5,17031,1,,
8338,2,4,21.5,17031,1,,
8339,2,1,8,17031,1,,
8340,1,1,6,17031,1,,
8341,1,4,13,17031,1,,
8342,1,2,6,17031,1,,
8343,1,1,6,17031,1,,
8344,1,6,28,17031,1,,
8345,1,3,16,17031,1,,
8346,1,1,4,17031,1,,
8347,3,3,7,17031,1,,
8348,1,2,2,17031,1,,
8349,3,2,4.5,17031,1,,
8350,4,3,11,17031,1,,
8351,2,4,9,17031,1,,
8352,1,2,5,17031,1,,
8353,1,1,2,17031,1,,
8354,1,1,4,17031,1,,
8355,2,4,8,17031,1,,
8356,2,5,22,17031,1,,
8357,2,1,3,17031,1,,
8358,1,2,4,17031,1,,
8359,1,2,4,17031,1,,
8360,2,2,8,17031,1,,
8361,3,3,14,17031,1,,
8362,0,1,3,17031,1,,
8363,1,5,43,17031,1,,
8364,0,1,7,17031,1,,
8365,0,4,5.5,17031,1,,
8366,2,2,2,17031,1,,
8367,1,4,10,17031,1,,
8368,2,2,8,17031,1,,
8369,2,3,9.5,17031,1,,
8370,1,1,5,17031,1,,
8371,1,3,11,17031,1,,
8372,1,1,7.5,17031,1,,
8373,3,2,2,17031,1,,
8374,1,2,5,17031,1,,
8375,1,2,7,17031,1,,
8376,1,1,4,17031,1,,
8377,2,2,14,17031,1,,
8378,1,1,4,17031,1,,
8379,2,5,22,17031,1,,
8380,1,1,6,17031,1,,
8381,2,3,8,17031,1,,
8382,0,1,5,17031,1,,
8383,4,1,5.5,17031,1,,
8384,1,2,2,17031,1,,
8385,1,1,3.5,17031,1,,
8386,3,2,10,17031,1,,
8387,0,2,2,17031,1,,
8388,1,2,5,17031,1,,
8389,0,1,4,17031,1,,
8390,1,2,2,17031,1,,
8391,2,4,23,17031,1,,
8392,2,2,4,17031,1,,
8393,1,1,4,17031,1,,
8394,1,2,0,17031,1,,
8395,1,3,8,17031,1,,
8396,2,3,18,17031,1,,
8397,1,2,7,17031,1,,
8398,2,6,20,17031,1,,
8399,2,5,14,17031,1,,
8400,2,3,15,17031,1,,
8401,1,1,5,17031,1,,
8402,3,3,6,17031,1,,
8403,0,1,2,17031,1,,
8404,3,2,7,17031,1,,
8405,3,4,15,17031,1,,
8406,2,2,4,17031,1,,
8407,3,2,4,17031,1,,
8408,1,2,4.5,17031,1,,
8409,2,4,26.5,17031,1,,
8410,1,1,1,17031,1,,
8411,2,2,11,17031,1,,
8412,2,2,6.5,17031,1,,
8413,1,1,2,17031,1,,
8414,3,4,11,17031,1,,
8415,2,2,4,17031,1,,
8416,2,1,3,17031,1,,
8417,1,3,6,17031,1,,
8418,2,4,13,17031,1,,
8419,2,6,8,17031,1,,
8420,2,2,10,17031,1,,
8421,1,1,8,17031,1,,
8422,2,2,13.5,17031,1,,
8423,1,5,29,17031,1,,
8424,4,2,5,17031,1,,
8425,1,3,7,17031,1,,
8426,2,2,5,17031,1,,
8427,2,2,6,17031,1,,
8428,2,3,14,17031,1,,
8429,2,7,5,17031,1,,
8430,2,2,5,17031,1,,
8431,1,4,19.5,17031,1,,
8432,1,1,6,17031,1,,
8433,3,6,24,17031,1,,
8434,0,1,5,17031,1,,
8435,1,2,8,17031,1,,
8436,1,1,5,17031,1,,
8437,2,2,24,17031,1,,
8438,1,1,11,17031,1,,
8439,1,1,3,17031,1,,
8440,3,4,8,17031,1,,
8441,2,3,12,17031,1,,
8442,3,3,14,17031,1,,
8443,2,5,26,17031,1,,
8444,2,4,17.5,17031,1,,
8445,1,3,4,17031,1,,
8446,2,4,27,17031,1,,
8447,2,4,16,17031,1,,
8448,2,2,6,17031,1,,
8449,1,1,12,17031,1,,
8450,3,7,23,17031,1,,
8451,1,2,4,17031,1,,
8452,1,2,2,17031,1,,
8453,1,2,11,17031,1,,
8454,1,3,11,17031,1,,
8455,1,1,1,17031,1,,
8456,2,2,13,17031,1,,
8457,1,1,11,17031,1,,
8458,2,4,13,17031,1,,
8459,2,2,7,17031,1,,
8460,1,1,3.5,17031,1,,
8461,1,2,7,17031,1,,
8462,3,3,22,17031,1,,
8463,2,3,9,17031,1,,
8464,2,2,10,17031,1,,
8465,2,2,3,17031,1,,
8466,2,4,15,17031,1,,
8467,3,2,11,17031,1,,
8468,2,2,12.5,17031,1,,
8469,3,4,15.5,17031,1,,
8470,2,2,7,17031,1,,
8471,1,2,14,17031,1,,
8472,1,1,6,17031,1,,
8473,2,2,10,17031,1,,
8474,2,4,27,17031,1,,
8475,2,4,25,17031,1,,
8476,1,1,2,17031,1,,
8477,1,3,12,17031,1,,
8478,1,2,11,17031,1,,
8479,1,2,3,17031,1,,
8480,3,2,11,17031,1,,
8481,2,2,10.5,17031,1,,
8482,0,1,2,17031,1,,
8483,2,4,14,17031,1,,
8484,2,2,7,17031,1,,
8485,1,1,2,17031,1,,
8486,1,1,2,17031,1,,
8487,0,1,5,17031,1,,
8488,1,4,15,17031,1,,
8489,2,2,8,17031,1,,
8490,1,1,7,17031,1,,
8491,1,1,3,17031,1,,
8492,2,3,16,17031,1,,
8493,2,2,2,17031,1,,
8494,1,1,1,17031,1,,
8495,1,3,5,17031,1,,
8496,2,2,3,17031,1,,
8497,2,5,15.5,17031,1,,
8498,2,3,17,17031,1,,
8499,1,1,7,17031,1,,
8500,2,1,4,17031,1,,
8501,2,3,7.5,17031,1,,
8502,0,2,4,17031,1,,
8503,1,1,9,17031,1,,
8504,1,4,16,17031,1,,
8505,1,1,5,17031,1,,
8506,3,4,15,17031,1,,
8507,0,3,5,17031,1,,
8508,2,5,29,17031,1,,
8509,1,1,2.5,17031,1,,
8510,2,3,8,17031,1,,
8511,1,1,5,17031,1,,
8512,3,2,12,17031,1,,
8513,2,2,5,17031,1,,
8514,1,1,4.5,17031,1,,
8515,4,6,32,17031,1,,
8516,4,4,9,17031,1,,
8517,1,2,6.5,17031,1,,
8518,2,2,6,17031,1,,
8519,3,2,15,17031,1,,
8520,0,2,2.5,17031,1,,
8521,1,1,2,17031,1,,
8522,0,6,9,17031,1,,
8523,2,2,4,17031,1,,
8524,2,2,6,17031,1,,
8525,1,2,6,17031,1,,
8526,0,1,3,17031,1,,
8527,2,2,11,17031,1,,
8528,1,5,6,17031,1,,
8529,1,4,17.5,17031,1,,
8530,1,1,7,17031,1,,
8531,1,3,6.5,17031,1,,
8532,0,1,4,17031,1,,
8533,1,1,9,17031,1,,
8534,3,2,3.5,17031,1,,
8535,1,1,2.5,17031,1,,
8536,1,2,5,17031,1,,
8537,1,1,10,17031,1,,
8538,1,2,4,17031,1,,
8539,1,2,6,17031,1,,
8540,1,2,6,17031,1,,
8541,2,4,15,17031,1,,
8542,3,5,21.5,17031,1,,
8543,0,1,0,17031,1,,
8544,1,2,13,17031,1,,
8545,1,1,6,17031,1,,
8546,1,2,8,17031,1,,
8547,2,4,20,17031,1,,
8548,0,2,2,17031,1,,
8549,1,4,8,17031,1,,
8550,1,2,2,17031,1,,
8551,1,1,4,17031,1,,
8552,2,2,8,17031,1,,
8553,1,1,4,17031,1,,
8554,2,2,14,17031,1,,
8555,1,2,4,17031,1,,
8556,2,2,7,17031,1,,
8557,2,4,23,17031,1,,
8558,2,3,13,17031,1,,
8559,3,2,8,17031,1,,
8560,1,2,5,17031,1,,
8561,2,2,2,17031,1,,
8562,4,5,22,17031,1,,
8563,2,2,8,17031,1,,
8564,2,5,17,17031,1,,
8565,2,4,16,17031,1,,
8566,1,1,6,17031,1,,
8567,1,1,3,17031,1,,
8568,1,3,12,17031,1,,
8569,3,3,22,17031,1,,
8570,1,1,4,17031,1,,
8571,2,2,11,17031,1,,
8572,1,4,8,17031,1,,
8573,2,2,10,17031,1,,
8574,1,2,0,17031,1,,
8575,3,4,22,17031,1,,
8576,1,1,2,17031,1,,
8577,2,2,8,17031,1,,
8578,2,2,12.5,17031,1,,
8579,1,1,5,17031,1,,
8580,1,2,0,17031,1,,
8581,1,1,2,17031,1,,
8582,1,1,2,17031,1,,
8583,1,1,4,17031,1,,
8584,1,1,3.5,17031,1,,
8585,2,3,5,17031,1,,
8586,1,1,3.5,17031,1,,
8587,3,3,16,17031,1,,
8588,0,1,7,17031,1,,
8589,1,2,6,17031,1,,
8590,1,2,6,17031,1,,
8591,1,4,13,17031,1,,
8592,1,1,5,17031,1,,
8593,2,1,5,17031,1,,
8594,2,2,6,17031,1,,
8595,1,1,6,17031,1,,
8596,2,2,4,17031,1,,
8597,1,3,4,17031,1,,
8598,4,4,17,17031,1,,
8599,1,2,6.5,17031,1,,
8600,1,2,2,17031,1,,
8601,1,2,8,17031,1,,
8602,2,3,10,17031,1,,
8603,0,1,2,17031,1,,
8604,2,2,4.5,17031,1,,
8605,1,1,3.5,17031,1,,
8606,2,2,10,17031,1,,
8607,1,1,2,17031,1,,
8608,2,3,8,17031,1,,
8609,1,1,3,17031,1,,
8610,1,1,2,17031,1,,
8611,2,5,48,17031,1,,
8612,2,3,0,17031,1,,
8613,1,1,2,17031,1,,
8614,1,1,2.5,17031,1,,
8615,2,2,9.5,17031,1,,
8616,2,2,10,17031,1,,
8617,1,1,2,17031,1,,
8618,0,2,6,17031,1,,
8619,3,3,4,17031,1,,
8620,2,2,8,17031,1,,
8621,1,2,11,17031,1,,
8622,1,1,2,17031,1,,
8623,1,2,16,17031,1,,
8624,2,2,0,17031,1,,
8625,2,4,21,17031,1,,
8626,1,1,4,17031,1,,
8627,3,3,10,17031,1,,
8628,2,5,22,17031,1,,
8629,3,4,19,17031,1,,
8630,2,2,14,17031,1,,
8631,1,1,8,17031,1,,
8632,0,1,2,17031,1,,
8633,2,2,6,17031,1,,
8634,1,2,6.5,17031,1,,
8635,1,2,7.5,17031,1,,
8636,1,2,6,17031,1,,
8637,1,1,0,17031,1,,
8638,1,1,0,17031,1,,
8639,3,4,10,17031,1,,
8640,1,1,6,17031,1,,
8641,2,1,2,17031,1,,
8642,2,2,12,17031,1,,
8643,2,2,10,17031,1,,
8644,2,1,3,17031,1,,
8645,2,4,14.5,17031,1,,
8646,2,5,29,17043,2,,
8647,1,2,10,17043,2,,
8648,1,1,6,17043,2,,
8649,1,1,6,17031,1,,
8650,1,1,8.5,17043,2,,
8651,1,1,4,17043,2,,
8652,2,4,17.5,17043,2,,
8653,2,1,8.5,17043,2,,
8654,1,1,3,17043,2,,
8655,2,3,8,17031,1,,
8656,6,2,8.5,17031,1,,
8657,3,4,6,17031,1,,
8658,2,1,2,17031,1,,
8659,2,4,18,17031,1,,
8660,2,3,15,17031,1,,
8661,1,1,5,17031,1,,
8662,2,4,10,17043,2,,
8663,2,4,32,17043,2,,
8664,2,3,10,17043,2,,
8665,1,1,8,17031,1,,
8666,1,4,7,17031,1,,
8667,1,1,4,17031,1,,
8668,1,1,0,17031,1,,
8669,1,1,6,17031,1,,
8670,2,2,17,17031,1,,
8671,2,3,6.5,17031,1,,
8672,1,1,5,17031,1,,
8673,2,3,10,17031,1,,
8674,1,3,7,17031,1,,
8675,2,2,11.5,17031,1,,
8676,2,3,13.5,17031,1,,
8677,1,4,7,17031,1,,
8678,2,3,7,17031,1,,
8679,1,3,23,17031,1,,
8680,1,1,6,17031,1,,
8681,0,1,4.5,17031,1,,
8682,1,2,4,17031,1,,
8683,0,1,4,17031,1,,
8684,1,1,5,17031,1,,
8685,1,1,2,17031,1,,
8686,1,2,11,17031,1,,
8687,1,2,8,17031,1,,
8688,1,1,2,17031,1,,
8689,1,1,4,17031,1,,
8690,1,3,13,17031,1,,
8691,1,2,4,17031,1,,
8692,2,4,11,17031,1,,
8693,1,2,10,17031,1,,
8694,1,1,4,17031,1,,
8695,2,1,8,17031,1,,
8696,2,2,6,17031,1,,
8697,2,2,5,17031,1,,
8698,1,1,5,17031,1,,
8699,1,1,4,17031,1,,
8700,1,1,9,17031,1,,
8701,1,1,3,17031,1,,
8702,2,4,21,17031,1,,
8703,1,4,9,17031,1,,
